name,count,id,lat,lng
Jeffery Blvd & 76th St,99,KA1503000028,41.75709166666667,-87.57590433333333
Karlov Ave & Armitage Ave,282,23190,41.91748,-87.728952
Karlov Ave & Lawrence Ave,167,23107,41.967947,-87.730409
Karlov Ave & Madison St,103,534,41.880864739,-87.727980614
Kedvale Ave & Peterson Ave,29,24159,41.9900762,-87.7317073
Kedzie Ave & 104th St,53,20201,41.703825474,-87.701365829
Kedzie Ave & 110th St,173,20204,41.69239474587557,-87.70096063613892
Kedzie Ave & 21st St,378,15686,41.8535735,-87.70512283333333
Kedzie Ave & 24th St,130,KA1504000086,41.848193,-87.705412
Kedzie Ave & 45th St,76,342,41.811487913,-87.703960061
Kedzie Ave & 48th Pl,697,382,41.804760218,-87.704105496
Kedzie Ave & 52nd St,118,384,41.799059666666665,-87.70347033333333
Kedzie Ave & 57th St,231,21346,41.78983,-87.7031
Kedzie Ave & 66th Pl,67,23143,41.772584,-87.703007
Kedzie Ave & 73rd St,34,23136,41.760703,-87.702292
Kedzie Ave & 83rd St,31,23117,41.742523,-87.702279
Kedzie Ave & Archer Ave,7,24243,41.81447,-87.70411
Kedzie Ave & Bryn Mawr Ave,713,KA1504000167,41.98223,-87.708887
Kedzie Ave & Chicago Ave,603,KA1504000114,41.895513666666666,-87.706125
Kedzie Ave & Foster Ave,1129,KA1504000128,41.975672,-87.709261
Kedzie Ave & George St,1061,436,41.933933,-87.707243
Kedzie Ave & Harrison St,116,KA1504000082,41.87359967462,-87.7048707493
Kedzie Ave & Jackson Blvd,23,24213,41.877415061,-87.706427097
Kedzie Ave & Lake St,699,KA1504000106,41.88460328501,-87.7063037436
Kedzie Ave & Leland Ave,2054,KA1504000126,41.96668636205,-87.7080519806
Kedzie Ave & Milwaukee Ave,10707,13085,41.929567,-87.707857
Kedzie Ave & Palmer Ct,3832,13292,41.921525,-87.707322
Kedzie Ave & Redfield Dr,93,23139,41.76523,-87.70316
Kedzie Ave & Roosevelt Rd,182,15682,41.866524339,-87.706472516
Keeler Ave & Carmen Ave,126,23110,41.974323,-87.7331
Keeler Ave & Roosevelt Rd,43,330.0,41.86634466666667,-87.72998866666667
Kenneth Ave & 50th St,82,402,41.80237833333333,-87.73447716666666
Kenneth Ave & Lawrence Ave,178,23106,41.967943,-87.739983
Kenosha & Wellington,177,361,41.934384584,-87.733770967
Kenosha Ave & Wellington Ave,333,21361,41.934457,-87.733795
Kenton Ave & Madison St,61,537,41.880708,-87.741018
Keystone Ave & Fullerton Ave,1021,16010,41.92459,-87.72785
Keystone Ave & Montrose Ave,744,KA1504000164,41.96110801623,-87.7289701012
Kilbourn & Belden,122,359,41.922336,-87.738992
Kilbourn & Roscoe,165,360,41.942742333333335,-87.73953766666666
Kilbourn Ave & Belden Ave,115,21359,41.922369,-87.739024
Kilbourn Ave & Irving Park Rd,635,590,41.953733,-87.740569
Kilbourn Ave & Milwaukee Ave,483,16994,41.94707089418471,-87.74000823497772
Kilbourn Ave & Roscoe St,143,21360,41.942722,-87.739557
Kildare & Cermak,64,333.0,41.851435,-87.73207083333334
Kildare & Chicago Ave,6,21371,41.895394325,-87.733544707
Kildare Ave & 26th St,80,21365,41.844228745,-87.732088685
Kildare Ave & 47th St,120,401,41.80762166666667,-87.73088816666667
Kildare Ave & 55th St,73,21403,41.79332,-87.73059
Kildare Ave & 85th St,23,23114,41.738463,-87.728572
Kildare Ave & Chicago Ave,49,371,41.895442009,-87.733602524
Kildare Ave & Division St,92,303,41.902511358,-87.733679652
Kildare Ave & Montrose Ave,854,KA1706005015,41.96108,-87.73569
Kildare Ave & North Ave,45,23192,41.909481,-87.733827
Kilpatrick Ave & Grand Ave,166,21374,41.912662833333336,-87.74353583333334
Kilpatrick Ave & Parker Ave,254,358,41.930770833333334,-87.74406983333333
Kimball Ave & Belmont Ave,2716,KA150400009X,41.93939395344302,-87.71206766366959
Kimbark Ave & 53rd St,14264,TA1309000037,41.799568,-87.594747
Kingsbury St & Erie St,18376,13265,41.89380805624359,-87.64169722795485
Kingsbury St & Kinzie St,31227,KA1503000043,41.88917683258,-87.6385057718
Knox Ave & Marquette Ave,1,24146,41.771047354,-87.737566829
Knox Ave & Montrose Ave,1204,592,41.960631,-87.745359
Komensky Ave & 31st St,271,335.0,41.836662833333335,-87.72563183333334
Komensky Ave & 55th St,128,347,41.79343866666667,-87.72433783333334
Kosciuszko Park,2129,15643,41.93058537138,-87.7237773635
Kostner Ave & 63rd St,110,406,41.778792262,-87.732464552
Kostner Ave & Adams St,160,545,41.877948403,-87.736109018
Kostner Ave & Belmont Ave,57,23172,41.939191,-87.737112
Kostner Ave & Bryn Mawr Ave,83,24153,41.982765,-87.738094
Kostner Ave & Devon Ave,22,24155,41.997032,-87.73837
Kostner Ave & Lake St,75,536,41.885893583,-87.735507846
Kostner Ave & Wrightwood Ave,468,23321,41.927957,-87.735952
La Villita Park,8,21336,41.83925,-87.70202
La Villita Park (Albany/30th),42,336,41.83928733333333,-87.70198233333333
LaSalle Dr & Huron St,10185,KP1705001026,41.894877,-87.632326
LaSalle St & Adams St,4535,KA1503000034,41.87934437346,-87.6319852213
LaSalle St & Illinois St,19702,13430,41.890762,-87.631697
LaSalle St & Jackson Blvd,14459,TA1309000004,41.878166,-87.631929
LaSalle St & Washington St,7524,13006,41.882664,-87.63253
Laflin St & Cullerton St,2473,13307,41.85491457576575,-87.66355991363525
Lake Park Ave & 35th St,3446,KA1503000004,41.83127423549,-87.6087991946
Lake Park Ave & 47th St,1639,TA1308000035,41.809443,-87.591875
Lake Park Ave & 53rd St,6534,KA1503000059,41.79949429373,-87.5864498959
Lake Park Ave & 56th St,8809,TA1309000063,41.793242,-87.587782
Lakefront Trail & Bryn Mawr Ave,10327,15576,41.98404411519213,-87.65228122472763
Lakefront Trail & Wilson Ave,7519,639,41.965845,-87.645361
Lakeview Ave & Fullerton Pkwy,16496,TA1309000019,41.925858,-87.638973
Lamon Ave & Armitage Ave,224,21357,41.91676,-87.749458
Lamon Ave & Belmont Ave,198,316,41.938988,-87.74920716666666
Lamon Ave & Chicago Ave,80,302,41.895268917,-87.748245716
Laramie Ave & Addison St,16,23167,41.9456842,-87.7569344
Laramie Ave & Gladys Ave,24,543,41.875806,-87.755285
Laramie Ave & Irving Park Rd,40,23163,41.953234911,-87.758435249
Laramie Ave & Kinzie St,95,530,41.887832,-87.755527
Laramie Ave & Madison St,119,540,41.880207,-87.755337
Larrabee St & Armitage Ave,7372,TA1309000006,41.918084,-87.643749
Larrabee St & Division St,9191,KA1504000079,41.90348607004,-87.6433534936
Larrabee St & Kingsbury St,19910,TA1306000009,41.897764,-87.642884
Larrabee St & Menomonee St,5224,TA1306000007,41.91468,-87.64332
Larrabee St & North Ave,6529,TA1306000008,41.91021,-87.6435
Larrabee St & Oak St,8360,KA1504000116,41.90021949323,-87.6429854676
Larrabee St & Webster Ave,17204,13193,41.921822,-87.64414
Latrobe Ave & Chicago Ave,91,642,41.894745,-87.756895
Lavergne & Fullerton,123,356,41.923939109,-87.751172543
Lavergne Ave & 46th St,20,399,41.809338689,-87.747799039
Lavergne Ave & Division St,41,304,41.902174,-87.75098166666666
Lavergne Ave & Fullerton Ave,100,21356,41.924034,-87.751191
Lawler Ave & 50th St,122,400,41.8021565,-87.7489355
Lawler Ave & North Ave,8,24198,41.9091754,-87.7522545
Lawndale Ave & 111th St,129,20203,41.69131919221066,-87.71288573741913
Lawndale Ave & 16th St,58,362.0,41.859184166666665,-87.71768583333333
Lawndale Ave & 30th St,133,21334,41.838890672,-87.716895223
Leamington Ave & Hirsch St,32,21307,41.905860305,-87.754863977
Leavitt St & Addison St,2673,KA1504000143,41.946655,-87.683359
Leavitt St & Archer Ave,1078,KA1503000068,41.82879201994,-87.6806044594
Leavitt St & Armitage Ave,5802,TA1309000029,41.917805,-87.682437
Leavitt St & Belmont Ave,4046,KA17018068,41.939354,-87.683282
Leavitt St & Chicago Ave,4833,18058,41.895501,-87.682017
Leavitt St & Division St,4651,658,41.902997,-87.683825
Leavitt St & Lawrence Ave,2851,TA1309000015,41.968885,-87.684001
Leavitt St & North Ave,5986,TA1308000005,41.91050936666395,-87.6823890209198
Leavitt St/North Ave,809,PI00003,41.910077,-87.682306
Leclaire Ave & Belmont Ave,40,23171,41.939041,-87.754197
Lexington & California Ave,6,23215,41.871924758,-87.695833921
Lexington St & California Ave,30,23215,41.872158,-87.696044
Lincoln Ave & Addison St,3286,TA1309000050,41.946176,-87.673308
Lincoln Ave & Balmoral Ave,530,442,41.9795405,-87.69303466666666
Lincoln Ave & Belle Plaine Ave,4557,TA1309000026,41.95600355078549,-87.68016144633293
Lincoln Ave & Belmont Ave (Temp),321,TA1309000042,41.939532,-87.671114
Lincoln Ave & Byron St,3849,23002,41.952372,-87.677296
Lincoln Ave & Diversey Pkwy,11310,TA1307000064,41.932225,-87.658617
Lincoln Ave & Fullerton Ave,18346,TA1309000058,41.924161029067626,-87.64638036489487
Lincoln Ave & Melrose St,7975,TA1309000042,41.9406,-87.669435
Lincoln Ave & Peterson Ave,543,21462,41.990267,-87.70857
Lincoln Ave & Roscoe St*,6719,chargingstx5,41.9433502470174,-87.67066776752472
Lincoln Ave & Sunnyside Ave,5403,TA1307000156,41.963004,-87.684781
Lincoln Ave & Waveland Ave,3983,13253,41.948797,-87.675278
Lincoln Ave & Winona St,2130,KA1504000078,41.97491129677,-87.6925025594
Lincoln Park Conservatory,11595,LP-,41.92393131136619,-87.63582453131676
Lincolnwood Dr & Central St,424,E014,42.064854,-87.715297
Lockwood Ave & Wrightwood Ave,306,21312,41.927766,-87.758544
Lockwood Ave and Grand Ave,24,23187,41.9175941,-87.7584143
Logan Blvd & Elston Ave,5218,TA1308000031,41.929465,-87.684158
Long & Irving Park,628,398,41.95303533333333,-87.76216233333334
Long Ave & Belden Ave,182,313,41.922745943,-87.760982156
Long Ave & Belmont Ave,203,317,41.938353062,-87.761663675
Long Ave & North Ave,45,21375,41.909070611,-87.760939956
Loomis Blvd & 84th St,98,20121,41.741486528618054,-87.65841007232666
Loomis St & 89th St,40,20102,41.73237975329554,-87.65806943178177
Loomis St & Archer Ave,1170,KA1503000040,41.841633,-87.657435
Loomis St & Jackson Blvd,5633,13206,41.877945,-87.662007
Loomis St & Lexington St,18013,13332,41.87222873224032,-87.66136385500431
Lowell Ave & Armitage,84,1524189,41.916994691,-87.735258818
MLK Jr Dr & 29th St,14421,TA1307000139,41.842052,-87.617
MLK Jr Dr & 47th St,641,TA1308000007,41.809851,-87.616279
MLK Jr Dr & 56th St,292,KA1503000073,41.79342945658,-87.6158532619
MLK Jr Dr & 63rd St,244,KA1503000053,41.78008063659,-87.6159428567
MLK Jr Dr & 83rd St,105,586,41.743116,-87.6148
MLK Jr Dr & Pershing Rd,1329,13420,41.8246,-87.61678
MTV Hubbard St,1113,021320,41.889733434,-87.680329204
Major Ave & Addison St,7,23166,41.9458348,-87.7691848
Major Ave & Bloomingdale Ave,60,308,41.912617207,-87.768563032
Major Taylor Trail & 115th St,64,20207,41.684932,-87.645289
Major Taylor Trail & 124th St,38,20208,41.66869635332246,-87.63711333274841
Malcolm X College,1973,631,41.877618,-87.673895
Mango Ave & Diversey Ave,29,23175,41.931048,-87.769813
Mango Ave & North Ave,5,24196,41.90958,-87.7691175
Manor Ave & Leland Ave,1633,KA1504000127,41.965875,-87.700825
Maplewood Ave & 59th St,110,389,41.786286235,-87.68748951
Maplewood Ave & Peterson Ave,553,KA1504000130,41.99023602867,-87.6933696402
Marine Dr & Ainslie St,5927,KA1504000171,41.9716,-87.650154
Marmora Ave & Belmont Ave,14,23170,41.9382897,-87.7737692
Marmora Ave & Irving Park Rd,37,23162,41.9531072,-87.7747326
Marquette Ave & 89th St,56,20239,41.733669,-87.558342
Marshfield Ave & 44th St,209,549,41.813996,-87.666589
Marshfield Ave & 59th St,66,560,41.78667593,-87.666176438
Martin Luther King Dr & 111th St,104,20115,41.69261766666666,-87.61362033333333
Maryland Ave & 104th St,60,20134,41.7056135,-87.60291466666666
Mason Ave & Belmont Ave,106,473,41.938339829,-87.772507548
Mason Ave & Grand Ave,12,1523185.1,41.920560122,-87.774321437
May St & 69th St,373,567,41.768938,-87.652934
May St & Cullerton St,2189,13331,41.855136,-87.654127
May St & Taylor St,11166,13160,41.8694821,-87.6554864
Mayfield & Roosevelt Rd,43,367,41.86569933333333,-87.7716445
Mayfield Ave & Roosevelt Rd,21,21367,41.86569,-87.77176
McClurg Ct & Erie St,14007,KA1503000041,41.894503,-87.617854
McClurg Ct & Ohio St,18255,TA1306000029,41.892592119709725,-87.61728912591934
McCormick Blvd & Devon Ave,495,23101,41.997136,-87.711217
McCormick Place,6625,TA1305000004,41.8513751729,-87.6188346489
Meade Ave & Addison St,123,324,41.945877314,-87.778814197
Meade Ave & Diversey Ave,144,353,41.930814833333336,-87.77843916666667
Meade Ave & Fullerton Ave,10,24178,41.924998045,-87.77822113
Menard Ave & Division St,31,305,41.902314186,-87.770692587
Menard Ave & North Ave,32,376,41.90966,-87.77025433333333
Michigan Ave & 114th St,32,20243,41.687055111,-87.621124148
Michigan Ave & 14th St,11234,TA1307000124,41.864059,-87.623727
Michigan Ave & 18th St,7984,13150,41.857813,-87.62455
Michigan Ave & 71st St,254,651,41.765286,-87.621748
Michigan Ave & 8th St,16292,623,41.872773,-87.623981
Michigan Ave & Ida B Wells Dr,6772,TA1305000010,41.876243,-87.624426
Michigan Ave & Jackson Blvd,10673,TA1309000002,41.878616,-87.624166
Michigan Ave & Lake St,18454,TA1305000011,41.886022,-87.624398
Michigan Ave & Madison St,8704,13036,41.882134,-87.625125
Michigan Ave & Oak St,31666,13042,41.90096039,-87.62377664
Michigan Ave & Pearson St,9047,13034,41.89766,-87.62351
Michigan Ave & Washington St,20146,13001,41.8839840647265,-87.6246839761734
Mies van der Rohe Way & Chestnut St,11992,15529,41.8985866514,-87.6219152258
Mies van der Rohe Way & Chicago Ave,12130,13338,41.896944626370825,-87.62175768613815
Millard Ave & 26th St,280,KA1504000110,41.844531,-87.715922
Millennium Park,25881,13008,41.8810317,-87.62408432
Milwaukee Ave & Cuyler Ave,908,16991,41.954468,-87.749594
Milwaukee Ave & Fullerton Ave,3372,428,41.924733,-87.70051783333334
Milwaukee Ave & Grand Ave,13479,13033,41.891578,-87.648384
Milwaukee Ave & Rockwell St,3487,13242,41.92019556200566,-87.69265919923781
Milwaukee Ave & Wabansia Ave,10883,13243,41.912616,-87.681391
Monitor Ave & Division St,14,24199,41.90192,-87.77178
Monticello Ave & Chicago Ave,75,301,41.8951595,-87.71747283333333
Monticello Ave & Irving Park Rd,1762,KA1504000139,41.95400483876,-87.7191281797
Monticello Ave & Lawrence Ave,485,23108,41.968204,-87.719547
Montrose Harbor,17108,TA1308000012,41.963982,-87.638181
Morgan Ave & 14th Pl,3768,TA1306000002,41.862378,-87.651062
Morgan St & 18th St,4505,13163,41.858086,-87.651073
Morgan St & 31st St,3426,TA1308000046,41.8378,-87.65114
Morgan St & Lake St*,8631,chargingstx4,41.88549170626906,-87.65228927135468
Morgan St & Pershing Rd,176,16933,41.823613,-87.650931
Morgan St & Polk St,17703,TA1307000130,41.871737,-87.65103
Mozart St & 79th St,2,23129,41.749639333333334,-87.693933
Mozart St & Jackson Blvd,80,418,41.877619028,-87.697516203
Mulligan Ave & Wellington Ave,62,351,41.93473816666667,-87.78433783333334
Museum of Science and Industry,4479,KA1503000074,41.79172820953,-87.583945009
N Carpenter St & W Lake St,2143,20251.0,41.885636568,-87.652967572
N Clark St & W Elm St,496,20249.0,41.902698159,-87.631497502
N Damen Ave & W Chicago Ave,1388,20255.0,41.895837069,-87.677865982
N Green St & W Lake St,5560,20246.0,41.8856598,-87.64843343333334
N Paulina St & Lincoln Ave,1956,20253.0,41.943790666666665,-87.67168233333334
N Sheffield Ave & W Wellington Ave,1919,20256.0,41.936202526,-87.653642297
N Shore Channel Trail & Argyle St,1030,444,41.972241833333335,-87.70276083333333
N Southport Ave & W Newport Ave,1855,20257.0,41.943740249,-87.664028764
Narragansett & Irving Park,305,323,41.95259883333333,-87.78534183333333
Narragansett & McLean,114,309,41.915853,-87.7851075
Narragansett & Wrightwood,327,314,41.927334,-87.785182
Narragansett Ave & McLean Ave,35,21309,41.9159,-87.78511
Narragansett Ave & School St,199,397,41.94010633333333,-87.78636133333333
Narragansett Ave & Wrightwood Ave,40,21314,41.92729,-87.78523
New St & Illinois St,17958,TA1306000013,41.890847,-87.618617
Noble St & Milwaukee Ave,4360,13290,41.9007,-87.662607
Noble St & Milwaukee Ave (Temp),2030,13290,41.89984,-87.661463
Nordica & Medill,65,378,41.922293663,-87.802126765
Normal Ave & Archer Ave,1321,TA1308000014,41.849527,-87.640591
North Ave & New England Ave,62,310,41.90930383333333,-87.79715583333333
Oak Park & Wellington,78,318,41.934597373,-87.795800924
Oakley Ave & Irving Park Rd,2291,KA1504000158,41.95434085219,-87.6860796243
Oakley Ave & Touhy Ave,725,RP-004,42.012342,-87.688243
Ogden Ave & Chicago Ave,11450,TA1305000020,41.896362458,-87.6540612729
Ogden Ave & Congress Pkwy,3541,13081,41.87501,-87.67328
Ogden Ave & Race Ave,7977,13194,41.891795,-87.658751
Ogden Ave & Roosevelt Rd,2022,KA1504000101,41.866501,-87.684697
Oglesby Ave & 100th St,52,20226,41.71339748442245,-87.56584167480469
Oketo Ave & Addison St,41,393,41.944949,-87.8119175
Olive Harvey College,22,20111,41.70958113526255,-87.59023368358612
Orange & Addison,55,320,41.944845557,-87.824272633
Orleans St & Chestnut St (NEXT Apts),7910,620,41.898203,-87.637536
Orleans St & Elm St,5524,TA1306000006,41.902924,-87.637715
Orleans St & Hubbard St,7537,636,41.890028,-87.636618
Orleans St & Merchandise Mart Plaza,16787,TA1305000022,41.888243,-87.63639
Panama Ave & Grace St,14,394,41.94767233333334,-87.82926733333333
Parkside Ave & Armitage Ave,29,21354,41.916907,-87.767173
Paulina Ave & 87th St,16,23122,41.735629,-87.66552
Paulina Ave & North Ave,6240,TA1305000037,41.90985465216731,-87.66993016004562
Paulina St & 18th St,3960,TA1307000159,41.857901,-87.668745
Paulina St & Flournoy St,7380,KA1504000104,41.87306108789792,-87.66913488507271
Paulina St & Howard St,2269,515,42.019159,-87.673573
Paulina St & Montrose Ave,5492,TA1309000021,41.961507,-87.671387
Peoria St & Jackson Blvd,15359,13158,41.8776415962753,-87.64961779117584
Perry Ave & 69th St,244,KA1503000047,41.76929308995,-87.6281959291
Pershing Rd & Sacramento Ave,22,21339,41.822582,-87.699417
Phillips Ave & 79th St,129,579,41.75182,-87.565211
Phillips Ave & 83rd St,45,582,41.744531,-87.56506
Pine Ave & Division St,21,24200,41.9018636,-87.7638197
Pine Grove Ave & Irving Park Rd,14324,TA1308000022,41.954383,-87.648043
Pine Grove Ave & Waveland Ave,17906,TA1307000150,41.94947274088333,-87.64645278453827
Ping Tom Park (East),708,20260.0,41.858227372,-87.631976724
Pittsburgh Ave & Irving Park Rd,12,21327,41.95202483333333,-87.833341
Plainfield & Irving Park,42,327,41.9520576,-87.833272338
Prairie Ave & 43rd St,660,KA1503000027,41.816659,-87.619412
Prairie Ave & Garfield Blvd,1155,TA1307000160,41.794853,-87.618691
Princeton Ave & 47th St,428,KA1503000009,41.80931770924,-87.633449288
Princeton Ave & Garfield Blvd,377,KA1503000013,41.794982,-87.633124
Prospect Sq & 91st St,180,20103,41.7282338,-87.6675239
Public Rack - 10101 S Stony Island Ave,2,922,41.708375833333335,-87.58101566666667
Public Rack - 10557 S Western Ave,7,989,41.701743007,-87.681337476
Public Rack - 111th St - Morgan Park Metra,55,682,41.69295366666667,-87.670616
Public Rack - 2302 S Pulaski Rd,2,537,41.84976483333333,-87.72479366666667
Public Rack - 4810 Keeler Ave,47,1128.0,41.968304992,-87.73292315
Public Rack - 532 E 43rd St,14,913,41.8167635,-87.61329316666667
Public Rack - 53rd St & Indiana Ave,1,959,41.798250794,-87.620858073
Public Rack - 56th St & Mulligan Ave,41,1092.0,41.790478468,-87.77990222
Public Rack - 61st St & Melvina Ave,22,1093.0,41.780905604,-87.776682138
Public Rack - 63rd & Western Ave N,3,739,41.77932416666667,-87.6838475
Public Rack - 63rd & Western Ave S,3,738,41.779303551,-87.683434844
Public Rack - 63rd Pl & Narraganssett Ave,48,1085.0,41.776469827,-87.78215766
Public Rack - 63rd St and Nagle Ave,7,1086.0,41.777612209,-87.78225112
Public Rack - 82nd st & Kedzie Ave,7,1076.0,41.743611932,-87.702272892
Public Rack - 83rd Pl & Kedzie Ave N,2,1077.0,41.741705333333336,-87.702282
Public Rack - 83rd St (Avalon Park) Metra,2,665,41.744057166666664,-87.59915633333334
Public Rack - 85th Pl & Pulaski Rd,2,1078.0,41.737378359,-87.721440554
Public Rack - Abbott Park,11,628,41.72159466666667,-87.62272783333333
Public Rack - Ada St & 117th St,1,590,41.681067586,-87.655285001
Public Rack - Ada St & 119th St,3,917,41.677410841,-87.654614806
Public Rack - Aida Food Market,3,888,41.749760032,-87.64406085
Public Rack - Al Raby School,2,521,41.886376739,-87.714694262
Public Rack - Albany Ave & 111th St - NW,3,678,41.691664934,-87.698979497
Public Rack - Albany Ave & 63rd St,7,756,41.778938055,-87.700604796
Public Rack - Archer Park,2,828,41.803808689,-87.735275865
Public Rack - Artesian & 71st,4,1245.0,41.764823675,-87.684378386
Public Rack - Ashburn Metra ,1,1283.0,41.74121809,-87.713127255
Public Rack - Ashland Ave & 46th St,3,842,41.810423017,-87.665011644
Public Rack - Ashland Ave & 63rd St,15,996,41.779410243,-87.663811326
Public Rack - Ashland Ave & 71st St,14,742,41.766078666666665,-87.66456983333333
Public Rack - Ashland Ave & 74th St,1,1071,41.7596965,-87.66382466666667
Public Rack - Ashland Ave & 76th St,2,719,41.75592339,-87.663913131
Public Rack - Ashland Ave & 83rd St,7,993,41.742775,-87.66338216666666
Public Rack - Ashland Ave & 91st St,72,984,41.728391528,-87.662688732
Public Rack - Austin & Higgins,16,1201.0,41.97301209,-87.777848601
Public Rack - Austin Ave & Archer Ave,5,1096.0,41.794291666666666,-87.77151883333333
Public Rack - Austin Ave & Roscoe St,12,560,41.942463279,-87.776451826
Public Rack - Austin Ave & Wellington Ave,7,564,41.935313463,-87.776038051
Public Rack - Austin Ave & Wrightwood Ave,82,565,41.927561164,-87.775658727
Public Rack - Austin Blvd & North Ave,8,571,41.909550905,-87.775741696
Public Rack - Austin Branch Chicago Public Library,5,794,41.88920066666667,-87.76575066666666
Public Rack - Ave N & 106th St,10,978,41.702749833333336,-87.538676
Public Rack - Avenue J & 102nd St,6,635,41.709985137,-87.534275293
Public Rack - Avenue J & 106th St,6,615,41.702574849,-87.533489585
Public Rack - Avenue J & 112th St,3,599,41.691741109,-87.534349799
Public Rack - Avenue M & 132nd St,9,673,41.65568116666667,-87.53742116666666
Public Rack - Avers & Granville,33,1215.0,41.993797898,-87.724891067
Public Rack - Avers & Lawrence,125,1226.0,41.968418717,-87.724430323
Public Rack - Avers Ave & Archer Ave,7,824,41.804350615,-87.719522357
Public Rack - Avers Ave & Irving Park Rd,94,494,41.953699666666665,-87.724432
Public Rack - Avers Ave & Ogden Ave,5,533,41.85264504,-87.720813155
Public Rack - Avondale Ave & Addison St,40,498,41.94656283333333,-87.71978783333333
Public Rack - Back of the Yards Park,1,818,41.8044976,-87.65769887
Public Rack - Baker Ave & 863rd Pl,1,892,41.743433356,-87.550249696
Public Rack - Baltimore Ave & 132nd St,5,584,41.655140758,-87.547052979
Public Rack - Baltimore Ave & 133rd St,19,581,41.653251171,-87.547087193
Public Rack - Baltimore Ave & 134th St,1,583,41.651368737,-87.547286391
Public Rack - Bell Ave & 95th St,16,698,41.72118628,-87.678719163
Public Rack - Bernard St & Foster Ave,11,1133.0,41.975637794,-87.712820411
Public Rack - Bishop St & 46th St,26,844,41.809731841,-87.66123569
Public Rack - Brainerd Park,7,1023,41.726926088,-87.654920101
Public Rack - Brandon Ave & 91st St,30,847,41.73014307,-87.546628475
Public Rack - Brighton Park Branch Chicago Library,4,784,41.815182447,-87.702654958
Public Rack - Brooks Park,3,1169.0,42.004502654,-87.806933999
Public Rack - Bryn Mawr Ave & Milwaukee Ave,12,1146.0,41.982722833333334,-87.77434266666667
Public Rack - Bryn Mawr Ave & Spaulding Ave,31,1150.0,41.983115833333336,-87.71152783333334
Public Rack - Buffalo Ave & 133rd St,4,672,41.654378772,-87.543798804
Public Rack - Buffalo Ave & 89th St,15,846,41.73329916666667,-87.54439616666667
Public Rack - California & 71st,3,1246.0,41.764605,-87.69350483333334
Public Rack - California & 87th,4,1266.0,41.735689666666666,-87.69218416666666
Public Rack - California Ave & Cortez St,215,512,41.900417,-87.69671216666667
Public Rack - California Ave & Devon Ave - NE,108,487,41.998220325,-87.699779868
Public Rack - California Ave & Devon Ave - NW,40,486,41.998645067,-87.699643731
Public Rack - California Ave & Ogden Ave,28,534,41.86071416666667,-87.69583983333334
Public Rack - California Ave & Pershing Rd,10,783,41.822865963,-87.694952488
Public Rack - California Ave & Touhy Ave - NW,59,479,42.012099,-87.6999015
Public Rack - California Ave & Touhy Ave - SW,10,478,42.0120525,-87.70024
Public Rack - California Ave & Touhy Ave - midblock,3,477,42.01202266666667,-87.70044183333333
Public Rack - Calumet Ave & 103rd St,2,609,41.707316875,-87.615586877
Public Rack - Calumet Ave & 133rd St,1,669,41.653700666666666,-87.61438816666667
Public Rack - Calumet Ave & 51st St,103,813,41.80209033333333,-87.61844516666666
Public Rack - Calumet Ave & 71st St,3,728,41.765603423,-87.616917133
Public Rack - Campbell Ave & Pratt Blvd,94,929,42.0051,-87.69256916666667
Public Rack - Canfield & Victoria,5,1183.0,41.98482666666666,-87.82320516666667
Public Rack - Canty Elementary School,5,574,41.947601438,-87.829292893
Public Rack - Central & Berteau,15,1191.0,41.9568785,-87.76733633333333
Public Rack - Central & Leland,38,1192.0,41.96537083333333,-87.767355
Public Rack - Central & Prescott,8,1208.0,41.992810666666664,-87.76556283333333
Public Rack - Central Ave & Adams St,2,790,41.878342986,-87.764851689
Public Rack - Central Ave & Corcoran Pl,20,793,41.887359977,-87.765244961
Public Rack - Central Ave & George St,23,563,41.93273766666667,-87.76617816666666
Public Rack - Central Ave & Lawrence Ave,48,1119.0,41.967859268,-87.767723441
Public Rack - Central Ave & North Ave,10,568,41.90917616666667,-87.766178
Public Rack - Central Ave & Pensacola Ave,74,1102.0,41.959993124,-87.767172933
Public Rack - Central Park & Bryn Mawr,16,1222.0,41.9828985,-87.7195925
Public Rack - Central Park & Peterson,13,1218.0,41.9901505,-87.7187285
Public Rack - Central Park Ave & Fillmore St,13,524,41.86808633333333,-87.71514166666667
Public Rack - Central Park Ave & Fulton Blvd,1,1061,41.886311054,-87.715321779
Public Rack - Central Park Ave & Ogden Ave,6,532,41.854579806,-87.715215683
Public Rack - Champlain Ave & 134th St,2,670,41.65741383333334,-87.60644083333334
Public Rack - Champlain Ave & 65th St,139,999,41.775756359,-87.609410882
Public Rack - Chappel Ave & 71st St,10,737,41.766227126,-87.575577974
Public Rack - Chase Ave & Touhy Ave - NE,8,482,42.014707804,-87.690090179
Public Rack - Chase Ave & Touhy Ave - NW,4,481,42.0144805,-87.69034383333333
Public Rack - Chopin Park,12,542,41.942365646,-87.761843085
Public Rack - Christiana & Lincoln,44,1217.0,41.993541121,-87.712706208
Public Rack - Christiana Ave & 55th St,1,774,41.793194166666666,-87.70800466666667
Public Rack - Christiana Ave & Archer Ave,15,832,41.811886311,-87.707712889
Public Rack - Christiana Ave & Belmont Ave,313,499,41.939100623,-87.712068915
Public Rack - Christiana Ave & Bryn Mawr Ave,23,858,41.983154666666664,-87.7124425
Public Rack - Christiana Ave & Lawrence Ave,13,860,41.968675137,-87.712133408
